"","x","y","z"
"8284",4,"d",2016-11-01
"8285",5,"e",2016-12-01
"8286",1,"a",2016-08-01
"8287",1,"b",2016-09-01
"8288",3,"c",2016-10-01
"8289",4,"d",2016-11-01
"8290",5,"e",2016-12-01
"8291",1,"a",2016-08-01
"8292",1,"b",2016-09-01
"8293",3,"c",2016-10-01
"8294",4,"d",2016-11-01
"8295",5,"e",2016-12-01
"8296",1,"a",2016-08-01
"8297",1,"b",2016-09-01
"8298",3,"c",2016-10-01
"8299",4,"d",2016-11-01
"8300",5,"e",2016-12-01
"8301",1,"a",2016-08-01
"8302",1,"b",2016-09-01
"8303",3,"c",2016-10-01
"8304",4,"d",2016-11-01
"8305",5,"e",2016-12-01
"8306",1,"a",2016-08-01
"8307",1,"b",2016-09-01
"8308",3,"c",2016-10-01
"8309",4,"d",2016-11-01
"8310",5,"e",2016-12-01
"8311",1,"a",2016-08-01
"8312",1,"b",2016-09-01
"8313",3,"c",2016-10-01
"8314",4,"d",2016-11-01
"8315",5,"e",2016-12-01
"8316",1,"a",2016-08-01
"8317",1,"b",2016-09-01
"8318",3,"c",2016-10-01
"8319",4,"d",2016-11-01
"8320",5,"e",2016-12-01
"8321",1,"a",2016-08-01
"8322",1,"b",2016-09-01
"8323",3,"c",2016-10-01
"8324",4,"d",2016-11-01
"8325",5,"e",2016-12-01
"8326",1,"a",2016-08-01
"8327",1,"b",2016-09-01
"8328",3,"c",2016-10-01
"8329",4,"d",2016-11-01
"8330",5,"e",2016-12-01
"8331",1,"a",2016-08-01
"8332",1,"b",2016-09-01
"8333",3,"c",2016-10-01
"8334",4,"d",2016-11-01
"8335",5,"e",2016-12-01
"8336",1,"a",2016-08-01
"8337",1,"b",2016-09-01
"8338",3,"c",2016-10-01
"8339",4,"d",2016-11-01
"8340",5,"e",2016-12-01
"8341",1,"a",2016-08-01
"8342",1,"b",2016-09-01
"8343",3,"c",2016-10-01
"8344",4,"d",2016-11-01
"8345",5,"e",2016-12-01
"8346",1,"a",2016-08-01
"8347",1,"b",2016-09-01
"8348",3,"c",2016-10-01
"8349",4,"d",2016-11-01
"8350",5,"e",2016-12-01
"8351",1,"a",2016-08-01
"8352",1,"b",2016-09-01
"8353",3,"c",2016-10-01
"8354",4,"d",2016-11-01
"8355",5,"e",2016-12-01
"8356",1,"a",2016-08-01
"8357",1,"b",2016-09-01
"8358",3,"c",2016-10-01
"8359",4,"d",2016-11-01
"8360",5,"e",2016-12-01
"8361",1,"a",2016-08-01
"8362",1,"b",2016-09-01
"8363",3,"c",2016-10-01
"8364",4,"d",2016-11-01
"8365",5,"e",2016-12-01
"8366",1,"a",2016-08-01
"8367",1,"b",2016-09-01
"8368",3,"c",2016-10-01
"8369",4,"d",2016-11-01
"8370",5,"e",2016-12-01
"8371",1,"a",2016-08-01
"8372",1,"b",2016-09-01
"8373",3,"c",2016-10-01
"8374",4,"d",2016-11-01
"8375",5,"e",2016-12-01
"8376",1,"a",2016-08-01
"8377",1,"b",2016-09-01
"8378",3,"c",2016-10-01
"8379",4,"d",2016-11-01
"8380",5,"e",2016-12-01
"8381",1,"a",2016-08-01
"8382",1,"b",2016-09-01
"8383",3,"c",2016-10-01
"8384",4,"d",2016-11-01
"8385",5,"e",2016-12-01
"8386",1,"a",2016-08-01
"8387",1,"b",2016-09-01
"8388",3,"c",2016-10-01
"8389",4,"d",2016-11-01
"8390",5,"e",2016-12-01
"8391",1,"a",2016-08-01
"8392",1,"b",2016-09-01
"8393",3,"c",2016-10-01
"8394",4,"d",2016-11-01
"8395",5,"e",2016-12-01
"8396",1,"a",2016-08-01
"8397",1,"b",2016-09-01
"8398",3,"c",2016-10-01
"8399",4,"d",2016-11-01
"8400",5,"e",2016-12-01
"8401",1,"a",2016-08-01
"8402",1,"b",2016-09-01
"8403",3,"c",2016-10-01
"8404",4,"d",2016-11-01
"8405",5,"e",2016-12-01
"8406",1,"a",2016-08-01
"8407",1,"b",2016-09-01
"8408",3,"c",2016-10-01
"8409",4,"d",2016-11-01
"8410",5,"e",2016-12-01
"8411",1,"a",2016-08-01
"8412",1,"b",2016-09-01
"8413",3,"c",2016-10-01
"8414",4,"d",2016-11-01
"8415",5,"e",2016-12-01
"8416",1,"a",2016-08-01
"8417",1,"b",2016-09-01
"8418",3,"c",2016-10-01
"8419",4,"d",2016-11-01
"8420",5,"e",2016-12-01
"8421",1,"a",2016-08-01
"8422",1,"b",2016-09-01
"8423",3,"c",2016-10-01
"8424",4,"d",2016-11-01
"8425",5,"e",2016-12-01
"8426",1,"a",2016-08-01
"8427",1,"b",2016-09-01
"8428",3,"c",2016-10-01
"8429",4,"d",2016-11-01
"8430",5,"e",2016-12-01
"8431",1,"a",2016-08-01
"8432",1,"b",2016-09-01
"8433",3,"c",2016-10-01
"8434",4,"d",2016-11-01
"8435",5,"e",2016-12-01
"8436",1,"a",2016-08-01
"8437",1,"b",2016-09-01
"8438",3,"c",2016-10-01
"8439",4,"d",2016-11-01
"8440",5,"e",2016-12-01
"8441",1,"a",2016-08-01
"8442",1,"b",2016-09-01
"8443",3,"c",2016-10-01
"8444",4,"d",2016-11-01
"8445",5,"e",2016-12-01
"8446",1,"a",2016-08-01
"8447",1,"b",2016-09-01
"8448",3,"c",2016-10-01
"8449",4,"d",2016-11-01
"8450",5,"e",2016-12-01
"8451",1,"a",2016-08-01
"8452",1,"b",2016-09-01
"8453",3,"c",2016-10-01
"8454",4,"d",2016-11-01
"8455",5,"e",2016-12-01
"8456",1,"a",2016-08-01
"8457",1,"b",2016-09-01
"8458",3,"c",2016-10-01
"8459",4,"d",2016-11-01
"8460",5,"e",2016-12-01
"8461",1,"a",2016-08-01
"8462",1,"b",2016-09-01
"8463",3,"c",2016-10-01
"8464",4,"d",2016-11-01
"8465",5,"e",2016-12-01
"8466",1,"a",2016-08-01
"8467",1,"b",2016-09-01
"8468",3,"c",2016-10-01
"8469",4,"d",2016-11-01
"8470",5,"e",2016-12-01
"8471",1,"a",2016-08-01
"8472",1,"b",2016-09-01
"8473",3,"c",2016-10-01
"8474",4,"d",2016-11-01
"8475",5,"e",2016-12-01
"8476",1,"a",2016-08-01
"8477",1,"b",2016-09-01
"8478",3,"c",2016-10-01
"8479",4,"d",2016-11-01
"8480",5,"e",2016-12-01
"8481",1,"a",2016-08-01
"8482",1,"b",2016-09-01
"8483",3,"c",2016-10-01
"8484",4,"d",2016-11-01
"8485",5,"e",2016-12-01
"8486",1,"a",2016-08-01
"8487",1,"b",2016-09-01
"8488",3,"c",2016-10-01
"8489",4,"d",2016-11-01
"8490",5,"e",2016-12-01
"8491",1,"a",2016-08-01
"8492",1,"b",2016-09-01
"8493",3,"c",2016-10-01
"8494",4,"d",2016-11-01
"8495",5,"e",2016-12-01
"8496",1,"a",2016-08-01
"8497",1,"b",2016-09-01
"8498",3,"c",2016-10-01
"8499",4,"d",2016-11-01
"8500",5,"e",2016-12-01
"8501",1,"a",2016-08-01
"8502",1,"b",2016-09-01
"8503",3,"c",2016-10-01
"8504",4,"d",2016-11-01
"8505",5,"e",2016-12-01
"8506",1,"a",2016-08-01
"8507",1,"b",2016-09-01
"8508",3,"c",2016-10-01
"8509",4,"d",2016-11-01
"8510",5,"e",2016-12-01
"8511",1,"a",2016-08-01
"8512",1,"b",2016-09-01
"8513",3,"c",2016-10-01
"8514",4,"d",2016-11-01
"8515",5,"e",2016-12-01
"8516",1,"a",2016-08-01
"8517",1,"b",2016-09-01
"8518",3,"c",2016-10-01
"8519",4,"d",2016-11-01
"8520",5,"e",2016-12-01
"8521",1,"a",2016-08-01
"8522",1,"b",2016-09-01
"8523",3,"c",2016-10-01
"8524",4,"d",2016-11-01
"8525",5,"e",2016-12-01
"8526",1,"a",2016-08-01
"8527",1,"b",2016-09-01
"8528",3,"c",2016-10-01
"8529",4,"d",2016-11-01
"8530",5,"e",2016-12-01
"8531",1,"a",2016-08-01
"8532",1,"b",2016-09-01
"8533",3,"c",2016-10-01
"8534",4,"d",2016-11-01
"8535",5,"e",2016-12-01
"8536",1,"a",2016-08-01
"8537",1,"b",2016-09-01
"8538",3,"c",2016-10-01
"8539",4,"d",2016-11-01
"8540",5,"e",2016-12-01
"8541",1,"a",2016-08-01
"8542",1,"b",2016-09-01
"8543",3,"c",2016-10-01
"8544",4,"d",2016-11-01
"8545",5,"e",2016-12-01
"8546",1,"a",2016-08-01
"8547",1,"b",2016-09-01
"8548",3,"c",2016-10-01
"8549",4,"d",2016-11-01
"8550",5,"e",2016-12-01
"8551",1,"a",2016-08-01
"8552",1,"b",2016-09-01
"8553",3,"c",2016-10-01
"8554",4,"d",2016-11-01
"8555",5,"e",2016-12-01
"8556",1,"a",2016-08-01
"8557",1,"b",2016-09-01
"8558",3,"c",2016-10-01
"8559",4,"d",2016-11-01
"8560",5,"e",2016-12-01
"8561",1,"a",2016-08-01
"8562",1,"b",2016-09-01
"8563",3,"c",2016-10-01
"8564",4,"d",2016-11-01
"8565",5,"e",2016-12-01
"8566",1,"a",2016-08-01
"8567",1,"b",2016-09-01
"8568",3,"c",2016-10-01
"8569",4,"d",2016-11-01
"8570",5,"e",2016-12-01
"8571",1,"a",2016-08-01
"8572",1,"b",2016-09-01
"8573",3,"c",2016-10-01
"8574",4,"d",2016-11-01
"8575",5,"e",2016-12-01
"8576",1,"a",2016-08-01
"8577",1,"b",2016-09-01
"8578",3,"c",2016-10-01
"8579",4,"d",2016-11-01
"8580",5,"e",2016-12-01
"8581",1,"a",2016-08-01
"8582",1,"b",2016-09-01
"8583",3,"c",2016-10-01
"8584",4,"d",2016-11-01
"8585",5,"e",2016-12-01
"8586",1,"a",2016-08-01
"8587",1,"b",2016-09-01
"8588",3,"c",2016-10-01
"8589",4,"d",2016-11-01
"8590",5,"e",2016-12-01
"8591",1,"a",2016-08-01
"8592",1,"b",2016-09-01
"8593",3,"c",2016-10-01
"8594",4,"d",2016-11-01
"8595",5,"e",2016-12-01
"8596",1,"a",2016-08-01
"8597",1,"b",2016-09-01
"8598",3,"c",2016-10-01
"8599",4,"d",2016-11-01
"8600",5,"e",2016-12-01
"8601",1,"a",2016-08-01
"8602",1,"b",2016-09-01
"8603",3,"c",2016-10-01
"8604",4,"d",2016-11-01
"8605",5,"e",2016-12-01
"8606",1,"a",2016-08-01
"8607",1,"b",2016-09-01
"8608",3,"c",2016-10-01
"8609",4,"d",2016-11-01
"8610",5,"e",2016-12-01
"8611",1,"a",2016-08-01
"8612",1,"b",2016-09-01
"8613",3,"c",2016-10-01
"8614",4,"d",2016-11-01
"8615",5,"e",2016-12-01
"8616",1,"a",2016-08-01
"8617",1,"b",2016-09-01
"8618",3,"c",2016-10-01
"8619",4,"d",2016-11-01
"8620",5,"e",2016-12-01
"8621",1,"a",2016-08-01
"8622",1,"b",2016-09-01
"8623",3,"c",2016-10-01
"8624",4,"d",2016-11-01
"8625",5,"e",2016-12-01
"8626",1,"a",2016-08-01
"8627",1,"b",2016-09-01
"8628",3,"c",2016-10-01
"8629",4,"d",2016-11-01
"8630",5,"e",2016-12-01
"8631",1,"a",2016-08-01
"8632",1,"b",2016-09-01
"8633",3,"c",2016-10-01
"8634",4,"d",2016-11-01
"8635",5,"e",2016-12-01
"8636",1,"a",2016-08-01
"8637",1,"b",2016-09-01
"8638",3,"c",2016-10-01
"8639",4,"d",2016-11-01
"8640",5,"e",2016-12-01
"8641",1,"a",2016-08-01
"8642",1,"b",2016-09-01
"8643",3,"c",2016-10-01
"8644",4,"d",2016-11-01
"8645",5,"e",2016-12-01
"8646",1,"a",2016-08-01
"8647",1,"b",2016-09-01
"8648",3,"c",2016-10-01
"8649",4,"d",2016-11-01
"8650",5,"e",2016-12-01
"8651",1,"a",2016-08-01
"8652",1,"b",2016-09-01
"8653",3,"c",2016-10-01
"8654",4,"d",2016-11-01
"8655",5,"e",2016-12-01
"8656",1,"a",2016-08-01
"8657",1,"b",2016-09-01
"8658",3,"c",2016-10-01
"8659",4,"d",2016-11-01
"8660",5,"e",2016-12-01
"8661",1,"a",2016-08-01
"8662",1,"b",2016-09-01
"8663",3,"c",2016-10-01
"8664",4,"d",2016-11-01
"8665",5,"e",2016-12-01
"8666",1,"a",2016-08-01
"8667",1,"b",2016-09-01
"8668",3,"c",2016-10-01
"8669",4,"d",2016-11-01
"8670",5,"e",2016-12-01
"8671",1,"a",2016-08-01
"8672",1,"b",2016-09-01
"8673",3,"c",2016-10-01
"8674",4,"d",2016-11-01
"8675",5,"e",2016-12-01
"8676",1,"a",2016-08-01
"8677",1,"b",2016-09-01
"8678",3,"c",2016-10-01
"8679",4,"d",2016-11-01
"8680",5,"e",2016-12-01
"8681",1,"a",2016-08-01
"8682",1,"b",2016-09-01
"8683",3,"c",2016-10-01
"8684",4,"d",2016-11-01
"8685",5,"e",2016-12-01
"8686",1,"a",2016-08-01
"8687",1,"b",2016-09-01
"8688",3,"c",2016-10-01
"8689",4,"d",2016-11-01
"8690",5,"e",2016-12-01
"8691",1,"a",2016-08-01
"8692",1,"b",2016-09-01
"8693",3,"c",2016-10-01
"8694",4,"d",2016-11-01
"8695",5,"e",2016-12-01
"8696",1,"a",2016-08-01
"8697",1,"b",2016-09-01
"8698",3,"c",2016-10-01
"8699",4,"d",2016-11-01
"8700",5,"e",2016-12-01
"8701",1,"a",2016-08-01
"8702",1,"b",2016-09-01
"8703",3,"c",2016-10-01
"8704",4,"d",2016-11-01
"8705",5,"e",2016-12-01
"8706",1,"a",2016-08-01
"8707",1,"b",2016-09-01
"8708",3,"c",2016-10-01
"8709",4,"d",2016-11-01
"8710",5,"e",2016-12-01
"8711",1,"a",2016-08-01
"8712",1,"b",2016-09-01
"8713",3,"c",2016-10-01
"8714",4,"d",2016-11-01
"8715",5,"e",2016-12-01
"8716",1,"a",2016-08-01
"8717",1,"b",2016-09-01
"8718",3,"c",2016-10-01
"8719",4,"d",2016-11-01
"8720",5,"e",2016-12-01
"8721",1,"a",2016-08-01
"8722",1,"b",2016-09-01
"8723",3,"c",2016-10-01
"8724",4,"d",2016-11-01
"8725",5,"e",2016-12-01
"8726",1,"a",2016-08-01
"8727",1,"b",2016-09-01
"8728",3,"c",2016-10-01
"8729",4,"d",2016-11-01
"8730",5,"e",2016-12-01
"8731",1,"a",2016-08-01
"8732",1,"b",2016-09-01
"8733",3,"c",2016-10-01
"8734",4,"d",2016-11-01
"8735",5,"e",2016-12-01
"8736",1,"a",2016-08-01
"8737",1,"b",2016-09-01
"8738",3,"c",2016-10-01
"8739",4,"d",2016-11-01
"8740",5,"e",2016-12-01
"8741",1,"a",2016-08-01
"8742",1,"b",2016-09-01
"8743",3,"c",2016-10-01
"8744",4,"d",2016-11-01
"8745",5,"e",2016-12-01
"8746",1,"a",2016-08-01
"8747",1,"b",2016-09-01
"8748",3,"c",2016-10-01
"8749",4,"d",2016-11-01
"8750",5,"e",2016-12-01
"8751",1,"a",2016-08-01
"8752",1,"b",2016-09-01
"8753",3,"c",2016-10-01
"8754",4,"d",2016-11-01
"8755",5,"e",2016-12-01
"8756",1,"a",2016-08-01
"8757",1,"b",2016-09-01
"8758",3,"c",2016-10-01
"8759",4,"d",2016-11-01
"8760",5,"e",2016-12-01
"8761",1,"a",2016-08-01
"8762",1,"b",2016-09-01
"8763",3,"c",2016-10-01
"8764",4,"d",2016-11-01
"8765",5,"e",2016-12-01
"8766",1,"a",2016-08-01
"8767",1,"b",2016-09-01
"8768",3,"c",2016-10-01
"8769",4,"d",2016-11-01
"8770",5,"e",2016-12-01
"8771",1,"a",2016-08-01
"8772",1,"b",2016-09-01
"8773",3,"c",2016-10-01
"8774",4,"d",2016-11-01
"8775",5,"e",2016-12-01
"8776",1,"a",2016-08-01
"8777",1,"b",2016-09-01
"8778",3,"c",2016-10-01
"8779",4,"d",2016-11-01
"8780",5,"e",2016-12-01
"8781",1,"a",2016-08-01
"8782",1,"b",2016-09-01
"8783",3,"c",2016-10-01
"8784",4,"d",2016-11-01
"8785",5,"e",2016-12-01
"8786",1,"a",2016-08-01
"8787",1,"b",2016-09-01
"8788",3,"c",2016-10-01
"8789",4,"d",2016-11-01
"8790",5,"e",2016-12-01
"8791",1,"a",2016-08-01
"8792",1,"b",2016-09-01
"8793",3,"c",2016-10-01
"8794",4,"d",2016-11-01
"8795",5,"e",2016-12-01
"8796",1,"a",2016-08-01
"8797",1,"b",2016-09-01
"8798",3,"c",2016-10-01
"8799",4,"d",2016-11-01
"8800",5,"e",2016-12-01
"8801",1,"a",2016-08-01
"8802",1,"b",2016-09-01
"8803",3,"c",2016-10-01
"8804",4,"d",2016-11-01
"8805",5,"e",2016-12-01
"8806",1,"a",2016-08-01
"8807",1,"b",2016-09-01
"8808",3,"c",2016-10-01
"8809",4,"d",2016-11-01
"8810",5,"e",2016-12-01
"8811",1,"a",2016-08-01
"8812",1,"b",2016-09-01
"8813",3,"c",2016-10-01
"8814",4,"d",2016-11-01
"8815",5,"e",2016-12-01
"8816",1,"a",2016-08-01
"8817",1,"b",2016-09-01
"8818",3,"c",2016-10-01
"8819",4,"d",2016-11-01
"8820",5,"e",2016-12-01
"8821",1,"a",2016-08-01
"8822",1,"b",2016-09-01
"8823",3,"c",2016-10-01
"8824",4,"d",2016-11-01
"8825",5,"e",2016-12-01
"8826",1,"a",2016-08-01
"8827",1,"b",2016-09-01
"8828",3,"c",2016-10-01
"8829",4,"d",2016-11-01
"8830",5,"e",2016-12-01
"8831",1,"a",2016-08-01
"8832",1,"b",2016-09-01
"8833",3,"c",2016-10-01
"8834",4,"d",2016-11-01
"8835",5,"e",2016-12-01
"8836",1,"a",2016-08-01
"8837",1,"b",2016-09-01
"8838",3,"c",2016-10-01
"8839",4,"d",2016-11-01
"8840",5,"e",2016-12-01
"8841",1,"a",2016-08-01
"8842",1,"b",2016-09-01
"8843",3,"c",2016-10-01
"8844",4,"d",2016-11-01
"8845",5,"e",2016-12-01
"8846",1,"a",2016-08-01
"8847",1,"b",2016-09-01
"8848",3,"c",2016-10-01
"8849",4,"d",2016-11-01
"8850",5,"e",2016-12-01
"8851",1,"a",2016-08-01
"8852",1,"b",2016-09-01
"8853",3,"c",2016-10-01
"8854",4,"d",2016-11-01
"8855",5,"e",2016-12-01
"8856",1,"a",2016-08-01
"8857",1,"b",2016-09-01
"8858",3,"c",2016-10-01
"8859",4,"d",2016-11-01
"8860",5,"e",2016-12-01
"8861",1,"a",2016-08-01
"8862",1,"b",2016-09-01
"8863",3,"c",2016-10-01
"8864",4,"d",2016-11-01
"8865",5,"e",2016-12-01
"8866",1,"a",2016-08-01
"8867",1,"b",2016-09-01
"8868",3,"c",2016-10-01
"8869",4,"d",2016-11-01
"8870",5,"e",2016-12-01
"8871",1,"a",2016-08-01
"8872",1,"b",2016-09-01
"8873",3,"c",2016-10-01
"8874",4,"d",2016-11-01
"8875",5,"e",2016-12-01
"8876",1,"a",2016-08-01
"8877",1,"b",2016-09-01
"8878",3,"c",2016-10-01
"8879",4,"d",2016-11-01
"8880",5,"e",2016-12-01
"8881",1,"a",2016-08-01
"8882",1,"b",2016-09-01
"8883",3,"c",2016-10-01
"8884",4,"d",2016-11-01
"8885",5,"e",2016-12-01
"8886",1,"a",2016-08-01
"8887",1,"b",2016-09-01
"8888",3,"c",2016-10-01
"8889",4,"d",2016-11-01
"8890",5,"e",2016-12-01
"8891",1,"a",2016-08-01
"8892",1,"b",2016-09-01
"8893",3,"c",2016-10-01
"8894",4,"d",2016-11-01
"8895",5,"e",2016-12-01
"8896",1,"a",2016-08-01
"8897",1,"b",2016-09-01
"8898",3,"c",2016-10-01
"8899",4,"d",2016-11-01
"8900",5,"e",2016-12-01
"8901",1,"a",2016-08-01
"8902",1,"b",2016-09-01
"8903",3,"c",2016-10-01
"8904",4,"d",2016-11-01
"8905",5,"e",2016-12-01
"8906",1,"a",2016-08-01
"8907",1,"b",2016-09-01
"8908",3,"c",2016-10-01
"8909",4,"d",2016-11-01
"8910",5,"e",2016-12-01
"8911",1,"a",2016-08-01
"8912",1,"b",2016-09-01
"8913",3,"c",2016-10-01
"8914",4,"d",2016-11-01
"8915",5,"e",2016-12-01
"8916",1,"a",2016-08-01
"8917",1,"b",2016-09-01
"8918",3,"c",2016-10-01
"8919",4,"d",2016-11-01
"8920",5,"e",2016-12-01
"8921",1,"a",2016-08-01
"8922",1,"b",2016-09-01
"8923",3,"c",2016-10-01
"8924",4,"d",2016-11-01
"8925",5,"e",2016-12-01
"8926",1,"a",2016-08-01
"8927",1,"b",2016-09-01
"8928",3,"c",2016-10-01
"8929",4,"d",2016-11-01
"8930",5,"e",2016-12-01
"8931",1,"a",2016-08-01
"8932",1,"b",2016-09-01
"8933",3,"c",2016-10-01
"8934",4,"d",2016-11-01
"8935",5,"e",2016-12-01
"8936",1,"a",2016-08-01
"8937",1,"b",2016-09-01
"8938",3,"c",2016-10-01
"8939",4,"d",2016-11-01
"8940",5,"e",2016-12-01
"8941",1,"a",2016-08-01
"8942",1,"b",2016-09-01
"8943",3,"c",2016-10-01
"8944",4,"d",2016-11-01
"8945",5,"e",2016-12-01
"8946",1,"a",2016-08-01
"8947",1,"b",2016-09-01
"8948",3,"c",2016-10-01
"8949",4,"d",2016-11-01
"8950",5,"e",2016-12-01
"8951",1,"a",2016-08-01
"8952",1,"b",2016-09-01
"8953",3,"c",2016-10-01
"8954",4,"d",2016-11-01
"8955",5,"e",2016-12-01
"8956",1,"a",2016-08-01
"8957",1,"b",2016-09-01
"8958",3,"c",2016-10-01
"8959",4,"d",2016-11-01
"8960",5,"e",2016-12-01
"8961",1,"a",2016-08-01
"8962",1,"b",2016-09-01
"8963",3,"c",2016-10-01
"8964",4,"d",2016-11-01
"8965",5,"e",2016-12-01
"8966",1,"a",2016-08-01
"8967",1,"b",2016-09-01
"8968",3,"c",2016-10-01
"8969",4,"d",2016-11-01
"8970",5,"e",2016-12-01
"8971",1,"a",2016-08-01
"8972",1,"b",2016-09-01
"8973",3,"c",2016-10-01
"8974",4,"d",2016-11-01
"8975",5,"e",2016-12-01
"8976",1,"a",2016-08-01
"8977",1,"b",2016-09-01
"8978",3,"c",2016-10-01
"8979",4,"d",2016-11-01
"8980",5,"e",2016-12-01
"8981",1,"a",2016-08-01
"8982",1,"b",2016-09-01
"8983",3,"c",2016-10-01
"8984",4,"d",2016-11-01
"8985",5,"e",2016-12-01
"8986",1,"a",2016-08-01
"8987",1,"b",2016-09-01
"8988",3,"c",2016-10-01
"8989",4,"d",2016-11-01
"8990",5,"e",2016-12-01
"8991",1,"a",2016-08-01
"8992",1,"b",2016-09-01
"8993",3,"c",2016-10-01
"8994",4,"d",2016-11-01
"8995",5,"e",2016-12-01
"8996",1,"a",2016-08-01
"8997",1,"b",2016-09-01
"8998",3,"c",2016-10-01
"8999",4,"d",2016-11-01
"9000",5,"e",2016-12-01
"9001",1,"a",2016-08-01
"9002",1,"b",2016-09-01
"9003",3,"c",2016-10-01
"9004",4,"d",2016-11-01
"9005",5,"e",2016-12-01
"9006",1,"a",2016-08-01
"9007",1,"b",2016-09-01
"9008",3,"c",2016-10-01
"9009",4,"d",2016-11-01
"9010",5,"e",2016-12-01
"9011",1,"a",2016-08-01
"9012",1,"b",2016-09-01
"9013",3,"c",2016-10-01
"9014",4,"d",2016-11-01
"9015",5,"e",2016-12-01
"9016",1,"a",2016-08-01
"9017",1,"b",2016-09-01
"9018",3,"c",2016-10-01
"9019",4,"d",2016-11-01
"9020",5,"e",2016-12-01
"9021",1,"a",2016-08-01
"9022",1,"b",2016-09-01
"9023",3,"c",2016-10-01
"9024",4,"d",2016-11-01
"9025",5,"e",2016-12-01
"9026",1,"a",2016-08-01
"9027",1,"b",2016-09-01
"9028",3,"c",2016-10-01
"9029",4,"d",2016-11-01
"9030",5,"e",2016-12-01
"9031",1,"a",2016-08-01
"9032",1,"b",2016-09-01
"9033",3,"c",2016-10-01
"9034",4,"d",2016-11-01
"9035",5,"e",2016-12-01
"9036",1,"a",2016-08-01
"9037",1,"b",2016-09-01
"9038",3,"c",2016-10-01
"9039",4,"d",2016-11-01
"9040",5,"e",2016-12-01
"9041",1,"a",2016-08-01
"9042",1,"b",2016-09-01
"9043",3,"c",2016-10-01
"9044",4,"d",2016-11-01
"9045",5,"e",2016-12-01
"9046",1,"a",2016-08-01
"9047",1,"b",2016-09-01
"9048",3,"c",2016-10-01
"9049",4,"d",2016-11-01
"9050",5,"e",2016-12-01
"9051",1,"a",2016-08-01
"9052",1,"b",2016-09-01
"9053",3,"c",2016-10-01
"9054",4,"d",2016-11-01
"9055",5,"e",2016-12-01
"9056",1,"a",2016-08-01
"9057",1,"b",2016-09-01
"9058",3,"c",2016-10-01
"9059",4,"d",2016-11-01
"9060",5,"e",2016-12-01
"9061",1,"a",2016-08-01
"9062",1,"b",2016-09-01
"9063",3,"c",2016-10-01
"9064",4,"d",2016-11-01
"9065",5,"e",2016-12-01
"9066",1,"a",2016-08-01
"9067",1,"b",2016-09-01
"9068",3,"c",2016-10-01
"9069",4,"d",2016-11-01
"9070",5,"e",2016-12-01
"9071",1,"a",2016-08-01
"9072",1,"b",2016-09-01
"9073",3,"c",2016-10-01
"9074",4,"d",2016-11-01
"9075",5,"e",2016-12-01
"9076",1,"a",2016-08-01
"9077",1,"b",2016-09-01
"9078",3,"c",2016-10-01
"9079",4,"d",2016-11-01
"9080",5,"e",2016-12-01
"9081",1,"a",2016-08-01
"9082",1,"b",2016-09-01
"9083",3,"c",2016-10-01
"9084",4,"d",2016-11-01
"9085",5,"e",2016-12-01
"9086",1,"a",2016-08-01
"9087",1,"b",2016-09-01
"9088",3,"c",2016-10-01
"9089",4,"d",2016-11-01
"9090",5,"e",2016-12-01
"9091",1,"a",2016-08-01
"9092",1,"b",2016-09-01
"9093",3,"c",2016-10-01
"9094",4,"d",2016-11-01
"9095",5,"e",2016-12-01
"9096",1,"a",2016-08-01
"9097",1,"b",2016-09-01
"9098",3,"c",2016-10-01
"9099",4,"d",2016-11-01
"9100",5,"e",2016-12-01
"9101",1,"a",2016-08-01
"9102",1,"b",2016-09-01
"9103",3,"c",2016-10-01
"9104",4,"d",2016-11-01
"9105",5,"e",2016-12-01
"9106",1,"a",2016-08-01
"9107",1,"b",2016-09-01
"9108",3,"c",2016-10-01
"9109",4,"d",2016-11-01
"9110",5,"e",2016-12-01
"9111",1,"a",2016-08-01
"9112",1,"b",2016-09-01
"9113",3,"c",2016-10-01
"9114",4,"d",2016-11-01
"9115",5,"e",2016-12-01
"9116",1,"a",2016-08-01
"9117",1,"b",2016-09-01
"9118",3,"c",2016-10-01
"9119",4,"d",2016-11-01
"9120",5,"e",2016-12-01
"9121",1,"a",2016-08-01
"9122",1,"b",2016-09-01
"9123",3,"c",2016-10-01
"9124",4,"d",2016-11-01
"9125",5,"e",2016-12-01
"9126",1,"a",2016-08-01
"9127",1,"b",2016-09-01
"9128",3,"c",2016-10-01
"9129",4,"d",2016-11-01
"9130",5,"e",2016-12-01
"9131",1,"a",2016-08-01
"9132",1,"b",2016-09-01
"9133",3,"c",2016-10-01
"9134",4,"d",2016-11-01
"9135",5,"e",2016-12-01
"9136",1,"a",2016-08-01
"9137",1,"b",2016-09-01
"9138",3,"c",2016-10-01
"9139",4,"d",2016-11-01
"9140",5,"e",2016-12-01
"9141",1,"a",2016-08-01
"9142",1,"b",2016-09-01
"9143",3,"c",2016-10-01
"9144",4,"d",2016-11-01
"9145",5,"e",2016-12-01
"9146",1,"a",2016-08-01
"9147",1,"b",2016-09-01
"9148",3,"c",2016-10-01
"9149",4,"d",2016-11-01
"9150",5,"e",2016-12-01
"9151",1,"a",2016-08-01
"9152",1,"b",2016-09-01
"9153",3,"c",2016-10-01
"9154",4,"d",2016-11-01
"9155",5,"e",2016-12-01
"9156",1,"a",2016-08-01
"9157",1,"b",2016-09-01
